compound_id,nearest_train_similarity,average_novelty_1_minus_tanimoto,exact_training_structure_novel
MLS_AS49_05,0.5357142857142857,0.4642857142857143,True
MLS_AS49_06,0.42028985507246375,0.5797101449275363,True
MLS_AS49_07,0.4307692307692308,0.5692307692307692,True
MLS_AS49_08,0.38235294117647056,0.6176470588235294,True
MLS_AS49_09,0.3698630136986301,0.6301369863013699,True
MLS_AS49_10,0.4426229508196721,0.5573770491803278,True
MLS_AS50_01,0.509090909090909,0.49090909090909096,True
MLS_AS50_02,0.3703703703703703,0.6296296296296298,True
MLS_AS50_03,0.2985074626865671,0.7014925373134329,True
MLS_AS50_04,0.328125,0.671875,True
MLS_AS50_05,0.4084507042253521,0.5915492957746479,True
MLS_AS50_06,0.3176470588235294,0.6823529411764706,True
MLS_AS50_07,0.3888888888888889,0.6111111111111112,True
MLS_AS50_08,0.47619047619047616,0.5238095238095238,True
MLS_AS50_09,0.36507936507936506,0.6349206349206349,True
MLS_AS50_10,0.45652173913043476,0.5434782608695652,True
